pat1,pat2,features (n),similarity
SRI-83452944,SRI-21251048,5,0.026785868674614067
SRI-83452944,SRI-21251048,10,0.03029685292806516
SRI-83452944,SRI-21251048,15,0.029372295820431736
SRI-83452944,SRI-21251048,20,0.028027553219332375
SRI-83452944,SRI-21251048,25,0.03343625224893991
SRI-83452944,SRI-21251048,30,0.032854204258716685
SRI-83452944,SRI-21251048,40,0.036773351708867266
SRI-83452944,SRI-21251048,50,0.041384643898561245
SRI-83452944,SRI-21251048,60,0.04538419001049924
SRI-83452944,SRI-21251048,80,0.048283453572759025
SRI-83452944,SRI-21251048,100,0.0542429790231246
SRI-83452944,SRI-21251048,110,0.05761092609990159
SRI-83452944,SRI-36274494,5,0.014847815806074976
SRI-83452944,SRI-36274494,10,0.019143546610425714
SRI-83452944,SRI-36274494,15,0.01944559798246691
SRI-83452944,SRI-36274494,20,0.019322055117537287
SRI-83452944,SRI-36274494,25,0.02056521735949416
SRI-83452944,SRI-36274494,30,0.02207037618405772
SRI-83452944,SRI-36274494,40,0.027722537051323142
SRI-83452944,SRI-36274494,50,0.030491145175264366
SRI-83452944,SRI-36274494,60,0.03315715284644828
SRI-83452944,SRI-36274494,80,0.04117463055135065
SRI-83452944,SRI-36274494,100,0.04402046979310152
SRI-83452944,SRI-36274494,110,0.04602367885927876
SRI-83452944,SRI-80254102,5,0.013293679668425753
SRI-83452944,SRI-80254102,10,0.016067353489918917
SRI-83452944,SRI-80254102,15,0.014880920855874566
SRI-83452944,SRI-80254102,20,0.018110259057695706
SRI-83452944,SRI-80254102,25,0.02213796881310282
SRI-83452944,SRI-80254102,30,0.02510358313866434
SRI-83452944,SRI-80254102,40,0.02893948589164754
SRI-83452944,SRI-80254102,50,0.03478667502129738
SRI-83452944,SRI-80254102,60,0.03404289058896163
SRI-83452944,SRI-80254102,80,0.041889438511432384
SRI-83452944,SRI-80254102,100,0.04534970403196853
SRI-83452944,SRI-80254102,110,0.04877217135759757
SRI-83452944,SRI-81490281,5,0.01853126611716969
SRI-83452944,SRI-81490281,10,0.025325502139081447
SRI-83452944,SRI-81490281,15,0.02831718600614954
SRI-83452944,SRI-81490281,20,0.029005102703492935
SRI-83452944,SRI-81490281,25,0.030619507122306325
SRI-83452944,SRI-81490281,30,0.03075157409123327
SRI-83452944,SRI-81490281,40,0.037902328110587136
SRI-83452944,SRI-81490281,50,0.04219080261948943
SRI-83452944,SRI-81490281,60,0.04810532962849415
SRI-83452944,SRI-81490281,80,0.05953671401895846
SRI-83452944,SRI-81490281,100,0.06602306955301612
SRI-83452944,SRI-81490281,110,0.07052581683068984
SRI-83452944,SRI-83223481,5,0.009062972692761384
SRI-83452944,SRI-83223481,10,0.022571699536895338
SRI-83452944,SRI-83223481,15,0.024408331197689384
SRI-83452944,SRI-83223481,20,0.029843341191965318
SRI-83452944,SRI-83223481,25,0.029598370246506297
SRI-83452944,SRI-83223481,30,0.031165515470753913
SRI-83452944,SRI-83223481,40,0.03244700285439147
SRI-83452944,SRI-83223481,50,0.03987248945115072
SRI-83452944,SRI-83223481,60,0.04306936848684511
SRI-83452944,SRI-83223481,80,0.04533752043080484
SRI-83452944,SRI-83223481,100,0.0537750665062206
SRI-83452944,SRI-83223481,110,0.05753608385205408
SRI-83452944,SRI-13856294,5,0.019682296526099877
SRI-83452944,SRI-13856294,10,0.018364151827268867
SRI-83452944,SRI-13856294,15,0.01708415550115795
SRI-83452944,SRI-13856294,20,0.018734542076755505
SRI-83452944,SRI-13856294,25,0.020024297227386186
SRI-83452944,SRI-13856294,30,0.02685977932990411
SRI-83452944,SRI-13856294,40,0.031899175882954725
SRI-83452944,SRI-13856294,50,0.03877522640614395
SRI-83452944,SRI-13856294,60,0.04346569984160775
SRI-83452944,SRI-13856294,80,0.05658658738929101
SRI-83452944,SRI-13856294,100,0.06490060387526281
SRI-83452944,SRI-13856294,110,0.07127490998331108
SRI-83452944,SRI-52623367,5,0.020206054139671813
SRI-83452944,SRI-52623367,10,0.019494227003509938
SRI-83452944,SRI-52623367,15,0.020632282383237336
SRI-83452944,SRI-52623367,20,0.019889354890620662
SRI-83452944,SRI-52623367,25,0.022790016205645868
SRI-83452944,SRI-52623367,30,0.024986887745833523
SRI-83452944,SRI-52623367,40,0.02724933095945114
SRI-83452944,SRI-52623367,50,0.030256031903435572
SRI-83452944,SRI-52623367,60,0.03160192904409696
SRI-83452944,SRI-52623367,80,0.03574411559987324
SRI-83452944,SRI-52623367,100,0.0441916036057112
SRI-83452944,SRI-52623367,110,0.04689858045797221
SRI-83452944,SRI-61581684,5,0.012852240683621018
SRI-83452944,SRI-61581684,10,0.021995882148827278
SRI-83452944,SRI-61581684,15,0.02351110224111657
SRI-83452944,SRI-61581684,20,0.022697179850996445
SRI-83452944,SRI-61581684,25,0.023367302139029753
SRI-83452944,SRI-61581684,30,0.025885568216870793
SRI-83452944,SRI-61581684,40,0.03157625845380838
SRI-83452944,SRI-61581684,50,0.036563481640002275
SRI-83452944,SRI-61581684,60,0.040038120243106684
SRI-83452944,SRI-61581684,80,0.053195182338442185
SRI-83452944,SRI-61581684,100,0.05551142353684637
SRI-83452944,SRI-61581684,110,0.059746474583854216
SRI-83452944,SRI-03083799,5,0.008599180497304584
SRI-83452944,SRI-03083799,10,0.016520022206888918
SRI-83452944,SRI-03083799,15,0.015341834988982643
SRI-83452944,SRI-03083799,20,0.018957904534075372
SRI-83452944,SRI-03083799,25,0.019154856809689588
SRI-83452944,SRI-03083799,30,0.02050850002680705
SRI-83452944,SRI-03083799,40,0.02456736863428923
SRI-83452944,SRI-03083799,50,0.0302242341001784
SRI-83452944,SRI-03083799,60,0.035484559470993056
SRI-83452944,SRI-03083799,80,0.04007944127227244
SRI-83452944,SRI-03083799,100,0.0450414074078326
SRI-83452944,SRI-03083799,110,0.04482174578880555
SRI-83452944,SRI-47551686,5,0.024747096113238477
SRI-83452944,SRI-47551686,10,0.025114678260958923
SRI-83452944,SRI-47551686,15,0.02139172114831235
SRI-83452944,SRI-47551686,20,0.02171461420019937
SRI-83452944,SRI-47551686,25,0.02468242728942467
SRI-83452944,SRI-47551686,30,0.025930959091807777
SRI-83452944,SRI-47551686,40,0.031910561953423254
SRI-83452944,SRI-47551686,50,0.03624667889700701
SRI-83452944,SRI-47551686,60,0.036940812995392217
SRI-83452944,SRI-47551686,80,0.04799538903716499
SRI-83452944,SRI-47551686,100,0.055292103960995674
SRI-83452944,SRI-47551686,110,0.056585724828771826
SRI-21251048,SRI-18497803,5,0.049401501506614674
SRI-21251048,SRI-18497803,10,0.06174324624804319
SRI-21251048,SRI-18497803,15,0.06697563451210273
SRI-21251048,SRI-18497803,20,0.06936048231546879
SRI-21251048,SRI-18497803,25,0.07602421651398653
SRI-21251048,SRI-18497803,30,0.08266526509311131
SRI-21251048,SRI-18497803,40,0.09051149521537319
SRI-21251048,SRI-18497803,50,0.09519775106792794
SRI-21251048,SRI-18497803,60,0.09857228749754239
SRI-21251048,SRI-18497803,80,0.09888363249253465
SRI-21251048,SRI-18497803,100,0.10077210511053206
SRI-21251048,SRI-18497803,110,0.11378175211689048
SRI-21251048,SRI-26391657,5,0.025166239696314985
SRI-21251048,SRI-26391657,10,0.023351713338305144
SRI-21251048,SRI-26391657,15,0.024779252144888502
SRI-21251048,SRI-26391657,20,0.025913778030264
SRI-21251048,SRI-26391657,25,0.026582503979698174
SRI-21251048,SRI-26391657,30,0.025711490329827644
SRI-21251048,SRI-26391657,40,0.02691813815778611
SRI-21251048,SRI-26391657,50,0.031195226895940963
SRI-21251048,SRI-26391657,60,0.036558375850196376
SRI-21251048,SRI-26391657,80,0.04043288760408425
SRI-21251048,SRI-26391657,100,0.05052497488135752
SRI-21251048,SRI-26391657,110,0.05428527998562208
SRI-21251048,SRI-65903946,5,0.019632750985992826
SRI-21251048,SRI-65903946,10,0.015350079013501161
SRI-21251048,SRI-65903946,15,0.01646948711376956
SRI-21251048,SRI-65903946,20,0.014831793031561378
SRI-21251048,SRI-65903946,25,0.01773005911738363
SRI-21251048,SRI-65903946,30,0.019671228711075097
SRI-21251048,SRI-65903946,40,0.025048440634178788
SRI-21251048,SRI-65903946,50,0.02639207470049276
SRI-21251048,SRI-65903946,60,0.029328275352832042
SRI-21251048,SRI-65903946,80,0.033247470698546916
SRI-21251048,SRI-65903946,100,0.03793077820179207
SRI-21251048,SRI-65903946,110,0.04149167742316967
SRI-21251048,SRI-57018043,5,0.01671447376689069
SRI-21251048,SRI-57018043,10,0.014342967308330363
SRI-21251048,SRI-57018043,15,0.014712799554688854
SRI-21251048,SRI-57018043,20,0.01492569095182648
SRI-21251048,SRI-57018043,25,0.01731605200924202
SRI-21251048,SRI-57018043,30,0.017921097231038113
SRI-21251048,SRI-57018043,40,0.01965895247107311
SRI-21251048,SRI-57018043,50,0.022368400603674194
SRI-21251048,SRI-57018043,60,0.026134476210259397
SRI-21251048,SRI-57018043,80,0.031040326517913032
SRI-21251048,SRI-57018043,100,0.031727354831008595
SRI-21251048,SRI-57018043,110,0.03381421741691073
SRI-21251048,SRI-09637923,5,0.027745119035772543
SRI-21251048,SRI-09637923,10,0.0326284778883824
SRI-21251048,SRI-09637923,15,0.03822958360294694
SRI-21251048,SRI-09637923,20,0.03859637071686451
SRI-21251048,SRI-09637923,25,0.040703305615938955
SRI-21251048,SRI-09637923,30,0.0416961752311228
SRI-21251048,SRI-09637923,40,0.04516977252707911
SRI-21251048,SRI-09637923,50,0.04966759887438142
SRI-21251048,SRI-09637923,60,0.05527633809929503
SRI-21251048,SRI-09637923,80,0.06357793899032929
SRI-21251048,SRI-09637923,100,0.07296575006688105
SRI-21251048,SRI-09637923,110,0.07879874418141747
SRI-21251048,SRI-47051706,5,0.007178844314854665
SRI-21251048,SRI-47051706,10,0.007534947552762501
SRI-21251048,SRI-47051706,15,0.00895025705245089
SRI-21251048,SRI-47051706,20,0.009948018840873037
SRI-21251048,SRI-47051706,25,0.01132176117176088
SRI-21251048,SRI-47051706,30,0.011480288117961956
SRI-21251048,SRI-47051706,40,0.014121704444228273
SRI-21251048,SRI-47051706,50,0.01656175832168135
SRI-21251048,SRI-47051706,60,0.022299250956167506
SRI-21251048,SRI-47051706,80,0.026358576248634292
SRI-21251048,SRI-47051706,100,0.03712922523687005
SRI-21251048,SRI-47051706,110,0.042764218783940044
SRI-21251048,SRI-51877708,5,0.022630844796044054
SRI-21251048,SRI-51877708,10,0.02208664869426924
SRI-21251048,SRI-51877708,15,0.028049716205779642
SRI-21251048,SRI-51877708,20,0.02737206606749899
SRI-21251048,SRI-51877708,25,0.030114661514113173
SRI-21251048,SRI-51877708,30,0.03101587750113953
SRI-21251048,SRI-51877708,40,0.03489749154082268
SRI-21251048,SRI-51877708,50,0.04059773508564472
SRI-21251048,SRI-51877708,60,0.04546873962045979
SRI-21251048,SRI-51877708,80,0.04890623218712003
SRI-21251048,SRI-51877708,100,0.05485885258154242
SRI-21251048,SRI-51877708,110,0.054937231834998164
SRI-21251048,SRI-32501055,5,0.01838680494691462
SRI-21251048,SRI-32501055,10,0.020031970638926096
SRI-21251048,SRI-32501055,15,0.022928313761476284
SRI-21251048,SRI-32501055,20,0.022055888019746756
SRI-21251048,SRI-32501055,25,0.022980967917134432
SRI-21251048,SRI-32501055,30,0.026011843706543088
SRI-21251048,SRI-32501055,40,0.027078597757465607
SRI-21251048,SRI-32501055,50,0.033824877524724024
SRI-21251048,SRI-32501055,60,0.03769151630585299
SRI-21251048,SRI-32501055,80,0.049655353728331644
SRI-21251048,SRI-32501055,100,0.054708143983551505
SRI-21251048,SRI-32501055,110,0.059474430360641636
SRI-21251048,SRI-34707832,5,0.012922599257616246
SRI-21251048,SRI-34707832,10,0.011149295003465249
SRI-21251048,SRI-34707832,15,0.012382103755413865
SRI-21251048,SRI-34707832,20,0.012318235079306421
SRI-21251048,SRI-34707832,25,0.013789657065320675
SRI-21251048,SRI-34707832,30,0.012947778889608358
SRI-21251048,SRI-34707832,40,0.017513743150024935
SRI-21251048,SRI-34707832,50,0.02121170551526708
SRI-21251048,SRI-34707832,60,0.02543090361564004
SRI-21251048,SRI-34707832,80,0.033678076669758104
SRI-21251048,SRI-34707832,100,0.03897564942737996
SRI-21251048,SRI-34707832,110,0.04103754895335288
SRI-21251048,SRI-28317328,5,0.027530601768475615
SRI-21251048,SRI-28317328,10,0.02599782224854908
SRI-21251048,SRI-28317328,15,0.025895678782079195
SRI-21251048,SRI-28317328,20,0.026714693242619075
SRI-21251048,SRI-28317328,25,0.03145238083331356
SRI-21251048,SRI-28317328,30,0.03199110513179535
SRI-21251048,SRI-28317328,40,0.03142081606937626
SRI-21251048,SRI-28317328,50,0.034775743710998994
SRI-21251048,SRI-28317328,60,0.038264910420009984
SRI-21251048,SRI-28317328,80,0.0438558021379176
SRI-21251048,SRI-28317328,100,0.05339880936677531
SRI-21251048,SRI-28317328,110,0.056089283030331824
SRI-21251048,SRI-54024442,5,0.008007287160839472
SRI-21251048,SRI-54024442,10,0.010216591419872766
SRI-21251048,SRI-54024442,15,0.01176655782426071
SRI-21251048,SRI-54024442,20,0.014815359932732053
SRI-21251048,SRI-54024442,25,0.018328334099816632
SRI-21251048,SRI-54024442,30,0.01770675472949442
SRI-21251048,SRI-54024442,40,0.023680234065560832
SRI-21251048,SRI-54024442,50,0.02864118322304618
SRI-21251048,SRI-54024442,60,0.03226864175404049
SRI-21251048,SRI-54024442,80,0.035816036319256464
SRI-21251048,SRI-54024442,100,0.04077467180142563
SRI-21251048,SRI-54024442,110,0.04451604690147639
SRI-21251048,SRI-83452944,5,0.026785868674614067
SRI-21251048,SRI-83452944,10,0.03029685292806516
SRI-21251048,SRI-83452944,15,0.029372295820431736
SRI-21251048,SRI-83452944,20,0.028027553219332375
SRI-21251048,SRI-83452944,25,0.03343625224893991
SRI-21251048,SRI-83452944,30,0.032854204258716685
SRI-21251048,SRI-83452944,40,0.036773351708867266
SRI-21251048,SRI-83452944,50,0.041384643898561245
SRI-21251048,SRI-83452944,60,0.04538419001049924
SRI-21251048,SRI-83452944,80,0.048283453572759025
SRI-21251048,SRI-83452944,100,0.0542429790231246
SRI-21251048,SRI-83452944,110,0.05761092609990159
SRI-21251048,SRI-21251048,5,0.0
SRI-21251048,SRI-21251048,10,0.0
SRI-21251048,SRI-21251048,15,0.0
SRI-21251048,SRI-21251048,20,0.0
SRI-21251048,SRI-21251048,25,0.0
SRI-21251048,SRI-21251048,30,0.0
SRI-21251048,SRI-21251048,40,0.0
SRI-21251048,SRI-21251048,50,0.0
SRI-21251048,SRI-21251048,60,0.0
SRI-21251048,SRI-21251048,80,0.0
SRI-21251048,SRI-21251048,100,0.0
SRI-21251048,SRI-21251048,110,0.0
SRI-21251048,SRI-36274494,5,0.017599346668759237
SRI-21251048,SRI-36274494,10,0.015755412109898604
SRI-21251048,SRI-36274494,15,0.01647687064664913
SRI-21251048,SRI-36274494,20,0.016205240610251997
SRI-21251048,SRI-36274494,25,0.019982305578704306
SRI-21251048,SRI-36274494,30,0.019658080178863627
SRI-21251048,SRI-36274494,40,0.023640631119110155
SRI-21251048,SRI-36274494,50,0.026513333166147034
SRI-21251048,SRI-36274494,60,0.03116565876902911
SRI-21251048,SRI-36274494,80,0.035052331016537944
SRI-21251048,SRI-36274494,100,0.04336844304985707
SRI-21251048,SRI-36274494,110,0.0471069251334296
SRI-21251048,SRI-80254102,5,0.022947818628122257
SRI-21251048,SRI-80254102,10,0.027321639488307452
SRI-21251048,SRI-80254102,15,0.0302504152826838
SRI-21251048,SRI-80254102,20,0.02947052611010128
SRI-21251048,SRI-80254102,25,0.03482418576669462
SRI-21251048,SRI-80254102,30,0.03335082156912869
SRI-21251048,SRI-80254102,40,0.036241129682323445
SRI-21251048,SRI-80254102,50,0.03640085841424273
SRI-21251048,SRI-80254102,60,0.04140545177918688
SRI-21251048,SRI-80254102,80,0.0483343393279083
SRI-21251048,SRI-80254102,100,0.05810792035214706
SRI-21251048,SRI-80254102,110,0.06257780854796176
SRI-21251048,SRI-81490281,5,0.010753516274694525
SRI-21251048,SRI-81490281,10,0.014274733802364988
SRI-21251048,SRI-81490281,15,0.017121546919194434
SRI-21251048,SRI-81490281,20,0.021170641498960762
SRI-21251048,SRI-81490281,25,0.021440697184342463
SRI-21251048,SRI-81490281,30,0.020202899253045914
SRI-21251048,SRI-81490281,40,0.02452696326807152
SRI-21251048,SRI-81490281,50,0.028258948994588966
SRI-21251048,SRI-81490281,60,0.029196847346094228
SRI-21251048,SRI-81490281,80,0.03798721726909343
SRI-21251048,SRI-81490281,100,0.03782863128285115
SRI-21251048,SRI-81490281,110,0.038880228621945345
SRI-21251048,SRI-83223481,5,0.01934802650135306
SRI-21251048,SRI-83223481,10,0.01699554698416384
SRI-21251048,SRI-83223481,15,0.023078421244119962
SRI-21251048,SRI-83223481,20,0.024054901535195367
SRI-21251048,SRI-83223481,25,0.025111679520680483
SRI-21251048,SRI-83223481,30,0.026147316061855642
SRI-21251048,SRI-83223481,40,0.03091478506069758
SRI-21251048,SRI-83223481,50,0.03988173181695121
SRI-21251048,SRI-83223481,60,0.0466366038098405
SRI-21251048,SRI-83223481,80,0.049722928044543986
SRI-21251048,SRI-83223481,100,0.06021442112370833
SRI-21251048,SRI-83223481,110,0.06518598116542024
SRI-21251048,SRI-13856294,5,0.027490930549381787
SRI-21251048,SRI-13856294,10,0.024367767084967174
SRI-21251048,SRI-13856294,15,0.022689425052256348
SRI-21251048,SRI-13856294,20,0.021867562013021927
SRI-21251048,SRI-13856294,25,0.026950312547188094
SRI-21251048,SRI-13856294,30,0.02857150432885919
SRI-21251048,SRI-13856294,40,0.033709351740269164
SRI-21251048,SRI-13856294,50,0.03424835616249789
SRI-21251048,SRI-13856294,60,0.041105603341620486
SRI-21251048,SRI-13856294,80,0.05006050445451669
SRI-21251048,SRI-13856294,100,0.06039995073790932
SRI-21251048,SRI-13856294,110,0.06187260637934988
SRI-21251048,SRI-52623367,5,0.019218381272998998
SRI-21251048,SRI-52623367,10,0.01719532153510874
SRI-21251048,SRI-52623367,15,0.019442656534382742
SRI-21251048,SRI-52623367,20,0.01989352263730061
SRI-21251048,SRI-52623367,25,0.02310441693244389
SRI-21251048,SRI-52623367,30,0.023725107958355248
SRI-21251048,SRI-52623367,40,0.02494561259599807
SRI-21251048,SRI-52623367,50,0.027798844600019336
SRI-21251048,SRI-52623367,60,0.030373913849775797
SRI-21251048,SRI-52623367,80,0.034780646416641324
SRI-21251048,SRI-52623367,100,0.04826071833208769
SRI-21251048,SRI-52623367,110,0.050555683104497325
SRI-21251048,SRI-61581684,5,0.02043282103704087
SRI-21251048,SRI-61581684,10,0.01847404687895104
SRI-21251048,SRI-61581684,15,0.01893831875444451
SRI-21251048,SRI-61581684,20,0.018221679604301377
SRI-21251048,SRI-61581684,25,0.022879985510506618
SRI-21251048,SRI-61581684,30,0.021736128732679248
SRI-21251048,SRI-61581684,40,0.02560944404999731
SRI-21251048,SRI-61581684,50,0.02541477791199954
SRI-21251048,SRI-61581684,60,0.02720399008366924
SRI-21251048,SRI-61581684,80,0.03423579234672103
SRI-21251048,SRI-61581684,100,0.041442866607644124
SRI-21251048,SRI-61581684,110,0.046392201253220404
SRI-21251048,SRI-03083799,5,0.01978252014432821
SRI-21251048,SRI-03083799,10,0.02211305860800647
SRI-21251048,SRI-03083799,15,0.023428697766068943
SRI-21251048,SRI-03083799,20,0.02141285592395293
SRI-21251048,SRI-03083799,25,0.024606390011838567
SRI-21251048,SRI-03083799,30,0.023603422875590634
SRI-21251048,SRI-03083799,40,0.026058768970470058
SRI-21251048,SRI-03083799,50,0.027704250666828883
SRI-21251048,SRI-03083799,60,0.030564347112305924
SRI-21251048,SRI-03083799,80,0.033772393791069784
SRI-21251048,SRI-03083799,100,0.04494123661036266
SRI-21251048,SRI-03083799,110,0.049389591324504344
SRI-21251048,SRI-47551686,5,0.018078954727115883
SRI-21251048,SRI-47551686,10,0.021527265665272168
SRI-21251048,SRI-47551686,15,0.023300344050717743
SRI-21251048,SRI-47551686,20,0.024293060244007174
SRI-21251048,SRI-47551686,25,0.028488557856470996
SRI-21251048,SRI-47551686,30,0.026535462952124063
SRI-21251048,SRI-47551686,40,0.028223864548848055
SRI-21251048,SRI-47551686,50,0.02890854478778993
SRI-21251048,SRI-47551686,60,0.030149000647228107
SRI-21251048,SRI-47551686,80,0.03457359024448524
SRI-21251048,SRI-47551686,100,0.04573065472135508
SRI-21251048,SRI-47551686,110,0.04770444511141471
SRI-36274494,SRI-18497803,5,0.041077917040302836
SRI-36274494,SRI-18497803,10,0.05276183631534013
SRI-36274494,SRI-18497803,15,0.057137582540400585
SRI-36274494,SRI-18497803,20,0.0616451810533297
SRI-36274494,SRI-18497803,25,0.06534212251696282
SRI-36274494,SRI-18497803,30,0.0711645936374229
SRI-36274494,SRI-18497803,40,0.07796787667761804
SRI-36274494,SRI-18497803,50,0.08371064604484951
SRI-36274494,SRI-18497803,60,0.08520529278877315
SRI-36274494,SRI-18497803,80,0.08376343708948905
SRI-36274494,SRI-18497803,100,0.08464075877054088
SRI-36274494,SRI-18497803,110,0.09801179945905249
SRI-36274494,SRI-26391657,5,0.015232720443788395
SRI-36274494,SRI-26391657,10,0.013399039455415884
SRI-36274494,SRI-26391657,15,0.01391275459213253
SRI-36274494,SRI-26391657,20,0.014592329794287501
SRI-36274494,SRI-26391657,25,0.01522665887604234
SRI-36274494,SRI-26391657,30,0.014676513969104407
SRI-36274494,SRI-26391657,40,0.01925134446815068
SRI-36274494,SRI-26391657,50,0.023790239294430148
SRI-36274494,SRI-26391657,60,0.02633139521554796
SRI-36274494,SRI-26391657,80,0.028162743578918247
SRI-36274494,SRI-26391657,100,0.030637751381754924
SRI-36274494,SRI-26391657,110,0.03214208367023663
SRI-36274494,SRI-65903946,5,0.01852381678341594
SRI-36274494,SRI-65903946,10,0.015473164253026413
SRI-36274494,SRI-65903946,15,0.013263437196401443
SRI-36274494,SRI-65903946,20,0.013819715985294445
SRI-36274494,SRI-65903946,25,0.014847667371759072
SRI-36274494,SRI-65903946,30,0.017337033657088687
SRI-36274494,SRI-65903946,40,0.021510873533090828
SRI-36274494,SRI-65903946,50,0.0267265189941796
SRI-36274494,SRI-65903946,60,0.028552458783861968
SRI-36274494,SRI-65903946,80,0.0336639722653854
SRI-36274494,SRI-65903946,100,0.04159012196499765
SRI-36274494,SRI-65903946,110,0.04573038627515668
SRI-36274494,SRI-57018043,5,0.006592940643411002
SRI-36274494,SRI-57018043,10,0.009982446445180449
SRI-36274494,SRI-57018043,15,0.013057645604440218
SRI-36274494,SRI-57018043,20,0.012138086737877125
SRI-36274494,SRI-57018043,25,0.01277630789324878
SRI-36274494,SRI-57018043,30,0.013688136397919942
SRI-36274494,SRI-57018043,40,0.01973375167078334
SRI-36274494,SRI-57018043,50,0.022449564823049516
SRI-36274494,SRI-57018043,60,0.027293076912554788
SRI-36274494,SRI-57018043,80,0.028492718218550595
SRI-36274494,SRI-57018043,100,0.03748126733434656
SRI-36274494,SRI-57018043,110,0.04274996285902381
SRI-36274494,SRI-09637923,5,0.016495630790548242
SRI-36274494,SRI-09637923,10,0.024753761796172044
SRI-36274494,SRI-09637923,15,0.029219648055343123
SRI-36274494,SRI-09637923,20,0.03251879791882671
SRI-36274494,SRI-09637923,25,0.03156756259094106
SRI-36274494,SRI-09637923,30,0.03294474654052471
SRI-36274494,SRI-09637923,40,0.03468301102640062
SRI-36274494,SRI-09637923,50,0.04056455758903905
SRI-36274494,SRI-09637923,60,0.04653575389517624
SRI-36274494,SRI-09637923,80,0.05173642317230045
SRI-36274494,SRI-09637923,100,0.06348623929544378
SRI-36274494,SRI-09637923,110,0.07117457300934758
SRI-36274494,SRI-47051706,5,0.013569992516674173
SRI-36274494,SRI-47051706,10,0.014602148251045152
SRI-36274494,SRI-47051706,15,0.013708203369149023
SRI-36274494,SRI-47051706,20,0.013819290425960296
SRI-36274494,SRI-47051706,25,0.015758433685099747
SRI-36274494,SRI-47051706,30,0.015885409792377646
SRI-36274494,SRI-47051706,40,0.019108213236973027
SRI-36274494,SRI-47051706,50,0.02208971136263344
SRI-36274494,SRI-47051706,60,0.0263074919459753
SRI-36274494,SRI-47051706,80,0.03157415756570782
SRI-36274494,SRI-47051706,100,0.039720984980619205
SRI-36274494,SRI-47051706,110,0.046247388559887366
SRI-36274494,SRI-51877708,5,0.014478550981979385
SRI-36274494,SRI-51877708,10,0.013217028058353803
SRI-36274494,SRI-51877708,15,0.01740355278100131
SRI-36274494,SRI-51877708,20,0.019308219387035055
SRI-36274494,SRI-51877708,25,0.021502432883857968
SRI-36274494,SRI-51877708,30,0.021417022498059327
SRI-36274494,SRI-51877708,40,0.02579980744835212
SRI-36274494,SRI-51877708,50,0.031036827727365966
SRI-36274494,SRI-51877708,60,0.03555109603064653
SRI-36274494,SRI-51877708,80,0.04070275942317515
SRI-36274494,SRI-51877708,100,0.04319220243499386
SRI-36274494,SRI-51877708,110,0.046947759404414674
SRI-36274494,SRI-32501055,5,0.013773368906409077
SRI-36274494,SRI-32501055,10,0.015020525304774454
SRI-36274494,SRI-32501055,15,0.017167312509026963
SRI-36274494,SRI-32501055,20,0.02025645411492471
SRI-36274494,SRI-32501055,25,0.02226136304647608
SRI-36274494,SRI-32501055,30,0.022992843726679483
SRI-36274494,SRI-32501055,40,0.030124383181970603
SRI-36274494,SRI-32501055,50,0.03165434631686861
SRI-36274494,SRI-32501055,60,0.03576684428915096
SRI-36274494,SRI-32501055,80,0.04803905903153849
SRI-36274494,SRI-32501055,100,0.05417332617250033
SRI-36274494,SRI-32501055,110,0.06164188931178393
SRI-36274494,SRI-34707832,5,0.016918115901202686
SRI-36274494,SRI-34707832,10,0.01760211221395824
SRI-36274494,SRI-34707832,15,0.017045887623321397
SRI-36274494,SRI-34707832,20,0.016648046612066078
SRI-36274494,SRI-34707832,25,0.017582855875021203
SRI-36274494,SRI-34707832,30,0.01825222559084737
SRI-36274494,SRI-34707832,40,0.022291663372308198
SRI-36274494,SRI-34707832,50,0.025308485947544236
SRI-36274494,SRI-34707832,60,0.029880344902028236
SRI-36274494,SRI-34707832,80,0.034056889675260285
SRI-36274494,SRI-34707832,100,0.0387975935372777
SRI-36274494,SRI-34707832,110,0.04227989448289071
SRI-36274494,SRI-28317328,5,0.015057197179320424
SRI-36274494,SRI-28317328,10,0.014655396971800665
SRI-36274494,SRI-28317328,15,0.01798428485849276
SRI-36274494,SRI-28317328,20,0.017410876605842666
SRI-36274494,SRI-28317328,25,0.018906829692741278
SRI-36274494,SRI-28317328,30,0.019011139996863338
SRI-36274494,SRI-28317328,40,0.021052870931697835
SRI-36274494,SRI-28317328,50,0.02549097745898259
SRI-36274494,SRI-28317328,60,0.030600922373691542
SRI-36274494,SRI-28317328,80,0.03747712718238857
SRI-36274494,SRI-28317328,100,0.044178509065455215
SRI-36274494,SRI-28317328,110,0.04686215401336785
SRI-36274494,SRI-54024442,5,0.01931256130340317
SRI-36274494,SRI-54024442,10,0.019755085359076458
SRI-36274494,SRI-54024442,15,0.019483616029613904
SRI-36274494,SRI-54024442,20,0.01822163692944415
SRI-36274494,SRI-54024442,25,0.017382271665439784
SRI-36274494,SRI-54024442,30,0.017693661284287412
SRI-36274494,SRI-54024442,40,0.020081972616573785
SRI-36274494,SRI-54024442,50,0.02538790468363512
SRI-36274494,SRI-54024442,60,0.02670958038252203
SRI-36274494,SRI-54024442,80,0.031733960577786574
SRI-36274494,SRI-54024442,100,0.039399450515967986
SRI-36274494,SRI-54024442,110,0.043378207026940424
SRI-36274494,SRI-83452944,5,0.014847815806074976
SRI-36274494,SRI-83452944,10,0.019143546610425714
SRI-36274494,SRI-83452944,15,0.01944559798246691
SRI-36274494,SRI-83452944,20,0.019322055117537287
