pat1,pat2,features (n),similarity
SRI-47051706,SRI-18497803,40,0.08272504842321063
SRI-47051706,SRI-18497803,50,0.08747065411739825
SRI-47051706,SRI-18497803,60,0.09153792736478968
SRI-47051706,SRI-18497803,80,0.09112714558797316
SRI-47051706,SRI-18497803,100,0.0918643529696091
SRI-47051706,SRI-18497803,110,0.10205211170862351
SRI-47051706,SRI-26391657,5,0.02146270037132777
SRI-47051706,SRI-26391657,10,0.022456728488394403
SRI-47051706,SRI-26391657,15,0.022174640206722367
SRI-47051706,SRI-26391657,20,0.023020907506240352
SRI-47051706,SRI-26391657,25,0.022575323109321217
SRI-47051706,SRI-26391657,30,0.02185363019026588
SRI-47051706,SRI-26391657,40,0.022179409770443487
SRI-47051706,SRI-26391657,50,0.026695199485394117
SRI-47051706,SRI-26391657,60,0.0298495539083452
SRI-47051706,SRI-26391657,80,0.03500977400815616
SRI-47051706,SRI-26391657,100,0.043555771100956646
SRI-47051706,SRI-26391657,110,0.049540790829219465
SRI-47051706,SRI-65903946,5,0.016308026964082973
SRI-47051706,SRI-65903946,10,0.01609503621099841
SRI-47051706,SRI-65903946,15,0.015387595938248623
SRI-47051706,SRI-65903946,20,0.01420844406443737
SRI-47051706,SRI-65903946,25,0.014705659050772979
SRI-47051706,SRI-65903946,30,0.01660873693337061
SRI-47051706,SRI-65903946,40,0.020102780682712505
SRI-47051706,SRI-65903946,50,0.022230755748505738
SRI-47051706,SRI-65903946,60,0.028078910046096407
SRI-47051706,SRI-65903946,80,0.031221568526739817
SRI-47051706,SRI-65903946,100,0.03632998341176411
SRI-47051706,SRI-65903946,110,0.03930940962552538
SRI-47051706,SRI-57018043,5,0.01181459205856621
SRI-47051706,SRI-57018043,10,0.01477775168124921
SRI-47051706,SRI-57018043,15,0.014993615552035747
SRI-47051706,SRI-57018043,20,0.01530847548335062
SRI-47051706,SRI-57018043,25,0.015194873341645477
SRI-47051706,SRI-57018043,30,0.01654356341722708
SRI-47051706,SRI-57018043,40,0.02110313145170298
SRI-47051706,SRI-57018043,50,0.02633166661509095
SRI-47051706,SRI-57018043,60,0.02998461632568972
SRI-47051706,SRI-57018043,80,0.03583448187361521
SRI-47051706,SRI-57018043,100,0.044678780194080295
SRI-47051706,SRI-57018043,110,0.0509883647777709
SRI-47051706,SRI-09637923,5,0.025154612879579402
SRI-47051706,SRI-09637923,10,0.03055077515195887
SRI-47051706,SRI-09637923,15,0.034590868215450446
SRI-47051706,SRI-09637923,20,0.03406135168109927
SRI-47051706,SRI-09637923,25,0.034091279602283794
SRI-47051706,SRI-09637923,30,0.035079180354338345
SRI-47051706,SRI-09637923,40,0.03642652612624559
SRI-47051706,SRI-09637923,50,0.039703016375555046
SRI-47051706,SRI-09637923,60,0.04311595221845758
SRI-47051706,SRI-09637923,80,0.050106858384883365
SRI-47051706,SRI-09637923,100,0.05768381075560149
SRI-47051706,SRI-09637923,110,0.06200916635557017
SRI-47051706,SRI-47051706,5,0.0
SRI-47051706,SRI-47051706,10,0.0
SRI-47051706,SRI-47051706,15,0.0
SRI-47051706,SRI-47051706,20,0.0
SRI-47051706,SRI-47051706,25,0.0
SRI-47051706,SRI-47051706,30,0.0
SRI-47051706,SRI-47051706,40,0.0
SRI-47051706,SRI-47051706,50,0.0
SRI-47051706,SRI-47051706,60,0.0
SRI-47051706,SRI-47051706,80,0.0
SRI-47051706,SRI-47051706,100,0.0
SRI-47051706,SRI-47051706,110,0.0
SRI-47051706,SRI-51877708,5,0.02165562749159623
SRI-47051706,SRI-51877708,10,0.021999602129439643
SRI-47051706,SRI-51877708,15,0.025872207338369042
SRI-47051706,SRI-51877708,20,0.024171781837914914
SRI-47051706,SRI-51877708,25,0.02570022980470075
SRI-47051706,SRI-51877708,30,0.026569445281262528
SRI-47051706,SRI-51877708,40,0.030909768867080467
SRI-47051706,SRI-51877708,50,0.035698836309683776
SRI-47051706,SRI-51877708,60,0.0386891750774436
SRI-47051706,SRI-51877708,80,0.04218173184346926
SRI-47051706,SRI-51877708,100,0.048435633245431466
SRI-47051706,SRI-51877708,110,0.05450472548477061
SRI-47051706,SRI-32501055,5,0.015962210512591196
SRI-47051706,SRI-32501055,10,0.01784296206086585
SRI-47051706,SRI-32501055,15,0.020902729422266904
SRI-47051706,SRI-32501055,20,0.021207183947003196
SRI-47051706,SRI-32501055,25,0.023097532827585057
SRI-47051706,SRI-32501055,30,0.02580010713130433
SRI-47051706,SRI-32501055,40,0.02617314751127266
SRI-47051706,SRI-32501055,50,0.029900732488578635
SRI-47051706,SRI-32501055,60,0.03362880942453225
SRI-47051706,SRI-32501055,80,0.045147977987501406
SRI-47051706,SRI-32501055,100,0.050770191973975226
SRI-47051706,SRI-32501055,110,0.05805460098417263
SRI-47051706,SRI-34707832,5,0.010983042932301023
SRI-47051706,SRI-34707832,10,0.011646850732151812
SRI-47051706,SRI-34707832,15,0.01210503052609908
SRI-47051706,SRI-34707832,20,0.01348658074682626
SRI-47051706,SRI-34707832,25,0.013766548322915335
SRI-47051706,SRI-34707832,30,0.013965150504430673
SRI-47051706,SRI-34707832,40,0.016029444789457708
SRI-47051706,SRI-34707832,50,0.01949557780948473
SRI-47051706,SRI-34707832,60,0.028183345750418986
SRI-47051706,SRI-34707832,80,0.03884071752439052
SRI-47051706,SRI-34707832,100,0.04716549661462359
SRI-47051706,SRI-34707832,110,0.0544228597872721
SRI-47051706,SRI-28317328,5,0.02558693654046334
SRI-47051706,SRI-28317328,10,0.02640260905520176
SRI-47051706,SRI-28317328,15,0.0277089881741986
SRI-47051706,SRI-28317328,20,0.027694647630885166
SRI-47051706,SRI-28317328,25,0.029155441103010785
SRI-47051706,SRI-28317328,30,0.02943562621672087
SRI-47051706,SRI-28317328,40,0.02841669072534363
SRI-47051706,SRI-28317328,50,0.029434167852802978
SRI-47051706,SRI-28317328,60,0.0339559573248125
SRI-47051706,SRI-28317328,80,0.03881049622337613
SRI-47051706,SRI-28317328,100,0.04306586836555335
SRI-47051706,SRI-28317328,110,0.045399899940303474
SRI-47051706,SRI-54024442,5,0.008576242759139315
SRI-47051706,SRI-54024442,10,0.013226125629635604
SRI-47051706,SRI-54024442,15,0.01335345261372383
SRI-47051706,SRI-54024442,20,0.015409465557553025
SRI-47051706,SRI-54024442,25,0.016166786549403928
SRI-47051706,SRI-54024442,30,0.01591064212974807
SRI-47051706,SRI-54024442,40,0.02051607564877379
SRI-47051706,SRI-54024442,50,0.026771365618691395
SRI-47051706,SRI-54024442,60,0.029993675236064797
SRI-47051706,SRI-54024442,80,0.033779839094084066
SRI-47051706,SRI-54024442,100,0.041743105316269256
SRI-47051706,SRI-54024442,110,0.052105558445926396
SRI-47051706,SRI-83452944,5,0.024898421242849758
SRI-47051706,SRI-83452944,10,0.030308053171025036
SRI-47051706,SRI-83452944,15,0.029165457355159897
SRI-47051706,SRI-83452944,20,0.028394510800481044
SRI-47051706,SRI-83452944,25,0.030819896104424916
SRI-47051706,SRI-83452944,30,0.030203771087170008
SRI-47051706,SRI-83452944,40,0.033496836163967245
SRI-47051706,SRI-83452944,50,0.03934209427395819
SRI-47051706,SRI-83452944,60,0.0407412403108045
SRI-47051706,SRI-83452944,80,0.042026028381618605
SRI-47051706,SRI-83452944,100,0.04649968742420219
SRI-47051706,SRI-83452944,110,0.051178560008670805
SRI-47051706,SRI-21251048,5,0.007178844314854665
SRI-47051706,SRI-21251048,10,0.007534947552762501
SRI-47051706,SRI-21251048,15,0.00895025705245089
SRI-47051706,SRI-21251048,20,0.009948018840873037
SRI-47051706,SRI-21251048,25,0.01132176117176088
SRI-47051706,SRI-21251048,30,0.011480288117961956
SRI-47051706,SRI-21251048,40,0.014121704444228273
SRI-47051706,SRI-21251048,50,0.01656175832168135
SRI-47051706,SRI-21251048,60,0.022299250956167506
SRI-47051706,SRI-21251048,80,0.026358576248634292
SRI-47051706,SRI-21251048,100,0.03712922523687005
SRI-47051706,SRI-21251048,110,0.042764218783940044
SRI-47051706,SRI-36274494,5,0.013569992516674173
SRI-47051706,SRI-36274494,10,0.014602148251045152
SRI-47051706,SRI-36274494,15,0.013708203369149023
SRI-47051706,SRI-36274494,20,0.013819290425960296
SRI-47051706,SRI-36274494,25,0.015758433685099747
SRI-47051706,SRI-36274494,30,0.015885409792377646
SRI-47051706,SRI-36274494,40,0.019108213236973027
SRI-47051706,SRI-36274494,50,0.02208971136263344
SRI-47051706,SRI-36274494,60,0.0263074919459753
SRI-47051706,SRI-36274494,80,0.03157415756570782
SRI-47051706,SRI-36274494,100,0.039720984980619205
SRI-47051706,SRI-36274494,110,0.046247388559887366
SRI-47051706,SRI-80254102,5,0.022321384303416198
SRI-47051706,SRI-80254102,10,0.02716572917489012
SRI-47051706,SRI-80254102,15,0.02863963781327096
SRI-47051706,SRI-80254102,20,0.026630916967617862
SRI-47051706,SRI-80254102,25,0.029675307468196264
SRI-47051706,SRI-80254102,30,0.029331474980724095
SRI-47051706,SRI-80254102,40,0.03190163139643146
SRI-47051706,SRI-80254102,50,0.03327026104452824
SRI-47051706,SRI-80254102,60,0.03631819834814042
SRI-47051706,SRI-80254102,80,0.04156654408068038
SRI-47051706,SRI-80254102,100,0.05017681513942052
SRI-47051706,SRI-80254102,110,0.05478474083403987
SRI-47051706,SRI-81490281,5,0.009271800013836066
SRI-47051706,SRI-81490281,10,0.01565305596394354
SRI-47051706,SRI-81490281,15,0.018308831481786962
SRI-47051706,SRI-81490281,20,0.02162308782283359
SRI-47051706,SRI-81490281,25,0.02038807273014584
SRI-47051706,SRI-81490281,30,0.019796132531364197
SRI-47051706,SRI-81490281,40,0.02447116280673634
SRI-47051706,SRI-81490281,50,0.029759144605396717
SRI-47051706,SRI-81490281,60,0.03470266570449677
SRI-47051706,SRI-81490281,80,0.04455306574167493
SRI-47051706,SRI-81490281,100,0.0516906185913455
SRI-47051706,SRI-81490281,110,0.05585260616596533
SRI-47051706,SRI-83223481,5,0.016298344812899296
SRI-47051706,SRI-83223481,10,0.015088128412571584
SRI-47051706,SRI-83223481,15,0.019419214343137477
SRI-47051706,SRI-83223481,20,0.020770352868275024
SRI-47051706,SRI-83223481,25,0.022709655461901682
SRI-47051706,SRI-83223481,30,0.023126849044617915
SRI-47051706,SRI-83223481,40,0.025717643692075166
SRI-47051706,SRI-83223481,50,0.0337476154049736
SRI-47051706,SRI-83223481,60,0.0407945719356096
SRI-47051706,SRI-83223481,80,0.042816958412161196
SRI-47051706,SRI-83223481,100,0.05704481406602028
SRI-47051706,SRI-83223481,110,0.06328942000177629
SRI-47051706,SRI-13856294,5,0.024506273403946715
SRI-47051706,SRI-13856294,10,0.02396981930664595
SRI-47051706,SRI-13856294,15,0.02188744504695649
SRI-47051706,SRI-13856294,20,0.02078324124392446
SRI-47051706,SRI-13856294,25,0.023542218521233
SRI-47051706,SRI-13856294,30,0.02640055046765727
SRI-47051706,SRI-13856294,40,0.03213437840139353
SRI-47051706,SRI-13856294,50,0.032241538153522986
SRI-47051706,SRI-13856294,60,0.04108305888058297
SRI-47051706,SRI-13856294,80,0.05193309936271031
SRI-47051706,SRI-13856294,100,0.06418348742010799
SRI-47051706,SRI-13856294,110,0.07277523073555243
SRI-47051706,SRI-52623367,5,0.014500318741334636
SRI-47051706,SRI-52623367,10,0.016057769726277028
SRI-47051706,SRI-52623367,15,0.018125417889889684
SRI-47051706,SRI-52623367,20,0.019121409847314617
SRI-47051706,SRI-52623367,25,0.019622048665067855
SRI-47051706,SRI-52623367,30,0.020897905648431397
SRI-47051706,SRI-52623367,40,0.022608455686203056
SRI-47051706,SRI-52623367,50,0.025131926822608352
SRI-47051706,SRI-52623367,60,0.02810826195735562
SRI-47051706,SRI-52623367,80,0.03234580826732978
SRI-47051706,SRI-52623367,100,0.04353086016097417
SRI-47051706,SRI-52623367,110,0.049760862497820295
SRI-47051706,SRI-61581684,5,0.017767453060661582
SRI-47051706,SRI-61581684,10,0.018905511083775743
SRI-47051706,SRI-61581684,15,0.0195327853633086
SRI-47051706,SRI-61581684,20,0.018805904263207534
SRI-47051706,SRI-61581684,25,0.020667017685756395
SRI-47051706,SRI-61581684,30,0.020736364527044963
SRI-47051706,SRI-61581684,40,0.023974532223679228
SRI-47051706,SRI-61581684,50,0.027406798684148363
SRI-47051706,SRI-61581684,60,0.03383133626008405
SRI-47051706,SRI-61581684,80,0.042935590536036024
SRI-47051706,SRI-61581684,100,0.055799891588308614
SRI-47051706,SRI-61581684,110,0.06694718468666791
SRI-47051706,SRI-03083799,5,0.017739195398978967
SRI-47051706,SRI-03083799,10,0.021744595379162103
SRI-47051706,SRI-03083799,15,0.021674807964970944
SRI-47051706,SRI-03083799,20,0.020069586776206128
SRI-47051706,SRI-03083799,25,0.022133019619518825
SRI-47051706,SRI-03083799,30,0.020782950107340794
SRI-47051706,SRI-03083799,40,0.023041273128363633
SRI-47051706,SRI-03083799,50,0.0260642843702956
SRI-47051706,SRI-03083799,60,0.03096025062602829
SRI-47051706,SRI-03083799,80,0.03260881298276218
SRI-47051706,SRI-03083799,100,0.03602422154848572
SRI-47051706,SRI-03083799,110,0.0419721442204088
SRI-47051706,SRI-47551686,5,0.017186791816876996
SRI-47051706,SRI-47551686,10,0.022380784377254208
SRI-47051706,SRI-47551686,15,0.023339866314038536
SRI-47051706,SRI-47551686,20,0.023386077144516938
SRI-47051706,SRI-47551686,25,0.024898772583054823
SRI-47051706,SRI-47551686,30,0.023534273767622668
SRI-47051706,SRI-47551686,40,0.025589437437771333
SRI-47051706,SRI-47551686,50,0.026161400552763666
SRI-47051706,SRI-47551686,60,0.028985398296276697
SRI-47051706,SRI-47551686,80,0.03594480233634974
SRI-47051706,SRI-47551686,100,0.04722610075971663
SRI-47051706,SRI-47551686,110,0.05504111224684983
SRI-51877708,SRI-18497803,5,0.03214600082831889
SRI-51877708,SRI-18497803,10,0.04249265408436286
SRI-51877708,SRI-18497803,15,0.04260802479971989
SRI-51877708,SRI-18497803,20,0.046045595560419
SRI-51877708,SRI-18497803,25,0.04936680207726743
SRI-51877708,SRI-18497803,30,0.05503186354515374
SRI-51877708,SRI-18497803,40,0.062316318109682724
SRI-51877708,SRI-18497803,50,0.06736293602031682
SRI-51877708,SRI-18497803,60,0.07116913225526886
SRI-51877708,SRI-18497803,80,0.07482644879305131
SRI-51877708,SRI-18497803,100,0.0760498455615412
SRI-51877708,SRI-18497803,110,0.08780994645905203
SRI-51877708,SRI-26391657,5,0.017566544436163282
SRI-51877708,SRI-26391657,10,0.017356875526085704
SRI-51877708,SRI-26391657,15,0.01889238195501551
SRI-51877708,SRI-26391657,20,0.019423980730780294
SRI-51877708,SRI-26391657,25,0.01942424359557171
SRI-51877708,SRI-26391657,30,0.019767207035551473
SRI-51877708,SRI-26391657,40,0.023405994640354984
SRI-51877708,SRI-26391657,50,0.02718880471290957
SRI-51877708,SRI-26391657,60,0.030779457407486235
SRI-51877708,SRI-26391657,80,0.033486637526598625
SRI-51877708,SRI-26391657,100,0.03799848599325559
SRI-51877708,SRI-26391657,110,0.041003274452380604
SRI-51877708,SRI-65903946,5,0.025175285271794478
SRI-51877708,SRI-65903946,10,0.02319674400020714
SRI-51877708,SRI-65903946,15,0.02387061400455286
SRI-51877708,SRI-65903946,20,0.02384231418000548
SRI-51877708,SRI-65903946,25,0.024812585703954698
SRI-51877708,SRI-65903946,30,0.028020384860531607
SRI-51877708,SRI-65903946,40,0.03464245290328473
SRI-51877708,SRI-65903946,50,0.039577901965466816
SRI-51877708,SRI-65903946,60,0.04357928470741533
SRI-51877708,SRI-65903946,80,0.04449098990314686
SRI-51877708,SRI-65903946,100,0.04807788130201689
SRI-51877708,SRI-65903946,110,0.050557665341757714
SRI-51877708,SRI-57018043,5,0.016393617296122077
SRI-51877708,SRI-57018043,10,0.019622321516675083
SRI-51877708,SRI-57018043,15,0.02389281182225043
SRI-51877708,SRI-57018043,20,0.025015847104303233
SRI-51877708,SRI-57018043,25,0.025560443058869585
SRI-51877708,SRI-57018043,30,0.027340523482547015
SRI-51877708,SRI-57018043,40,0.03148756586277297
SRI-51877708,SRI-57018043,50,0.03876344883538797
SRI-51877708,SRI-57018043,60,0.04461833819322351
SRI-51877708,SRI-57018043,80,0.05184633391503909
SRI-51877708,SRI-57018043,100,0.057905370961021926
SRI-51877708,SRI-57018043,110,0.05870887823830111
SRI-51877708,SRI-09637923,5,0.01677728069231286
SRI-51877708,SRI-09637923,10,0.024304342304272593
SRI-51877708,SRI-09637923,15,0.027934856690288615
SRI-51877708,SRI-09637923,20,0.02966393479216971
SRI-51877708,SRI-09637923,25,0.030995706546671557
SRI-51877708,SRI-09637923,30,0.03253612743800221
SRI-51877708,SRI-09637923,40,0.03647754766221729
SRI-51877708,SRI-09637923,50,0.03887649980531374
SRI-51877708,SRI-09637923,60,0.042301805690089046
SRI-51877708,SRI-09637923,80,0.04960607352173811
SRI-51877708,SRI-09637923,100,0.05860754545151155
SRI-51877708,SRI-09637923,110,0.06376133605838379
SRI-51877708,SRI-47051706,5,0.02165562749159623
SRI-51877708,SRI-47051706,10,0.021999602129439643
SRI-51877708,SRI-47051706,15,0.025872207338369042
SRI-51877708,SRI-47051706,20,0.024171781837914914
SRI-51877708,SRI-47051706,25,0.02570022980470075
SRI-51877708,SRI-47051706,30,0.026569445281262528
SRI-51877708,SRI-47051706,40,0.030909768867080467
SRI-51877708,SRI-47051706,50,0.035698836309683776
SRI-51877708,SRI-47051706,60,0.0386891750774436
SRI-51877708,SRI-47051706,80,0.04218173184346926
SRI-51877708,SRI-47051706,100,0.048435633245431466
SRI-51877708,SRI-47051706,110,0.05450472548477061
SRI-51877708,SRI-51877708,5,0.0
SRI-51877708,SRI-51877708,10,0.0
SRI-51877708,SRI-51877708,15,0.0
SRI-51877708,SRI-51877708,20,0.0
SRI-51877708,SRI-51877708,25,0.0
SRI-51877708,SRI-51877708,30,0.0
SRI-51877708,SRI-51877708,40,0.0
SRI-51877708,SRI-51877708,50,0.0
SRI-51877708,SRI-51877708,60,0.0
SRI-51877708,SRI-51877708,80,0.0
SRI-51877708,SRI-51877708,100,0.0
SRI-51877708,SRI-51877708,110,0.0
SRI-51877708,SRI-32501055,5,0.02195464569853551
SRI-51877708,SRI-32501055,10,0.017181981790221724
SRI-51877708,SRI-32501055,15,0.018786941505539646
SRI-51877708,SRI-32501055,20,0.021283042115097052
SRI-51877708,SRI-32501055,25,0.021468587486429568
SRI-51877708,SRI-32501055,30,0.02234876598754665
SRI-51877708,SRI-32501055,40,0.028573614547153802
SRI-51877708,SRI-32501055,50,0.03301541594945874
SRI-51877708,SRI-32501055,60,0.03513590284723806
SRI-51877708,SRI-32501055,80,0.04457666526701035
SRI-51877708,SRI-32501055,100,0.04961977685847773
SRI-51877708,SRI-32501055,110,0.054943222414856635
SRI-51877708,SRI-34707832,5,0.01575412317912563
SRI-51877708,SRI-34707832,10,0.019859183185850324
SRI-51877708,SRI-34707832,15,0.026540074142644362
SRI-51877708,SRI-34707832,20,0.026780326480137784
SRI-51877708,SRI-34707832,25,0.028816710408484023
SRI-51877708,SRI-34707832,30,0.030522508245321465
SRI-51877708,SRI-34707832,40,0.03467423488499778
SRI-51877708,SRI-34707832,50,0.03885661150293782
SRI-51877708,SRI-34707832,60,0.04527954966547858
SRI-51877708,SRI-34707832,80,0.05205129032666385
SRI-51877708,SRI-34707832,100,0.052541647824556836
SRI-51877708,SRI-34707832,110,0.054619598658622336
SRI-51877708,SRI-28317328,5,0.015066265228962128
SRI-51877708,SRI-28317328,10,0.015166379970628354
SRI-51877708,SRI-28317328,15,0.01725323655874071
SRI-51877708,SRI-28317328,20,0.02040470289150858
SRI-51877708,SRI-28317328,25,0.021342756037044212
SRI-51877708,SRI-28317328,30,0.022918078240128252
SRI-51877708,SRI-28317328,40,0.024517636437322923
SRI-51877708,SRI-28317328,50,0.029068000174751037
SRI-51877708,SRI-28317328,60,0.03333187219516144
SRI-51877708,SRI-28317328,80,0.036984399328783536
SRI-51877708,SRI-28317328,100,0.04221260420102011
SRI-51877708,SRI-28317328,110,0.04449851501250979
SRI-51877708,SRI-54024442,5,0.023527804333242176
SRI-51877708,SRI-54024442,10,0.027536121078416336
SRI-51877708,SRI-54024442,15,0.02909954795323958
SRI-51877708,SRI-54024442,20,0.029848373303411287
SRI-51877708,SRI-54024442,25,0.03160337588406861
SRI-51877708,SRI-54024442,30,0.032472561347501004
SRI-51877708,SRI-54024442,40,0.03860224880630806
SRI-51877708,SRI-54024442,50,0.042636369567145775
SRI-51877708,SRI-54024442,60,0.04546748064931635
SRI-51877708,SRI-54024442,80,0.04842045289226294
SRI-51877708,SRI-54024442,100,0.052032187962099276
SRI-51877708,SRI-54024442,110,0.05430866323163179
SRI-51877708,SRI-83452944,5,0.017552524786299435
SRI-51877708,SRI-83452944,10,0.019335394556333325
SRI-51877708,SRI-83452944,15,0.01749660192906307
SRI-51877708,SRI-83452944,20,0.020642746960901633
SRI-51877708,SRI-83452944,25,0.025008832073318044
SRI-51877708,SRI-83452944,30,0.028035969190006733
SRI-51877708,SRI-83452944,40,0.03286539925325028
SRI-51877708,SRI-83452944,50,0.03944842875060545
SRI-51877708,SRI-83452944,60,0.044337158391398304
SRI-51877708,SRI-83452944,80,0.04427026270778224
SRI-51877708,SRI-83452944,100,0.04710795098281152
SRI-51877708,SRI-83452944,110,0.0516637447788849
SRI-51877708,SRI-21251048,5,0.022630844796044054
SRI-51877708,SRI-21251048,10,0.02208664869426924
SRI-51877708,SRI-21251048,15,0.028049716205779642
SRI-51877708,SRI-21251048,20,0.02737206606749899
SRI-51877708,SRI-21251048,25,0.030114661514113173
SRI-51877708,SRI-21251048,30,0.03101587750113953
SRI-51877708,SRI-21251048,40,0.03489749154082268
SRI-51877708,SRI-21251048,50,0.04059773508564472
SRI-51877708,SRI-21251048,60,0.04546873962045979
SRI-51877708,SRI-21251048,80,0.04890623218712003
SRI-51877708,SRI-21251048,100,0.05485885258154242
SRI-51877708,SRI-21251048,110,0.054937231834998164
SRI-51877708,SRI-36274494,5,0.014478550981979385
SRI-51877708,SRI-36274494,10,0.013217028058353803
SRI-51877708,SRI-36274494,15,0.01740355278100131
SRI-51877708,SRI-36274494,20,0.019308219387035055
SRI-51877708,SRI-36274494,25,0.021502432883857968
SRI-51877708,SRI-36274494,30,0.021417022498059327
SRI-51877708,SRI-36274494,40,0.02579980744835212
SRI-51877708,SRI-36274494,50,0.031036827727365966
SRI-51877708,SRI-36274494,60,0.03555109603064653
SRI-51877708,SRI-36274494,80,0.04070275942317515
SRI-51877708,SRI-36274494,100,0.04319220243499386
SRI-51877708,SRI-36274494,110,0.046947759404414674
SRI-51877708,SRI-80254102,5,0.011013639435931416
SRI-51877708,SRI-80254102,10,0.01479807810814911
SRI-51877708,SRI-80254102,15,0.015127091551967406
SRI-51877708,SRI-80254102,20,0.016020663789151065
SRI-51877708,SRI-80254102,25,0.019086329754410353
SRI-51877708,SRI-80254102,30,0.019472465731388246
SRI-51877708,SRI-80254102,40,0.024967245476947137
SRI-51877708,SRI-80254102,50,0.029660771818623963
SRI-51877708,SRI-80254102,60,0.03616134251394916
SRI-51877708,SRI-80254102,80,0.042531718358840884
SRI-51877708,SRI-80254102,100,0.046796357274810345
SRI-51877708,SRI-80254102,110,0.05115653153765375
SRI-51877708,SRI-81490281,5,0.01708094445187987
SRI-51877708,SRI-81490281,10,0.025856256725064225
SRI-51877708,SRI-81490281,15,0.03161267882788677
SRI-51877708,SRI-81490281,20,0.03375978034064965
SRI-51877708,SRI-81490281,25,0.03516714418904986
SRI-51877708,SRI-81490281,30,0.036751651816281185
SRI-51877708,SRI-81490281,40,0.04319551287825059
SRI-51877708,SRI-81490281,50,0.04641116068131399
SRI-51877708,SRI-81490281,60,0.04718259579803184
SRI-51877708,SRI-81490281,80,0.055588702569523786
SRI-51877708,SRI-81490281,100,0.06380796552596618
SRI-51877708,SRI-81490281,110,0.06514719886218212
SRI-51877708,SRI-83223481,5,0.017299221946441706
SRI-51877708,SRI-83223481,10,0.017126327010931114
SRI-51877708,SRI-83223481,15,0.02053718474184881
SRI-51877708,SRI-83223481,20,0.021891807820805603
SRI-51877708,SRI-83223481,25,0.02477339426830794
SRI-51877708,SRI-83223481,30,0.025917385479833747
SRI-51877708,SRI-83223481,40,0.030608916826478705
SRI-51877708,SRI-83223481,50,0.034194746448393765
SRI-51877708,SRI-83223481,60,0.03937719229176299
SRI-51877708,SRI-83223481,80,0.041444886772523525
SRI-51877708,SRI-83223481,100,0.053842553700685566
SRI-51877708,SRI-83223481,110,0.057776891340962214
SRI-51877708,SRI-13856294,5,0.013276669627873708
SRI-51877708,SRI-13856294,10,0.016073222420263558
SRI-51877708,SRI-13856294,15,0.018912475696210188
SRI-51877708,SRI-13856294,20,0.020670622217436773
SRI-51877708,SRI-13856294,25,0.022121580168711078
SRI-51877708,SRI-13856294,30,0.024820921930466252
SRI-51877708,SRI-13856294,40,0.029341257207845684
SRI-51877708,SRI-13856294,50,0.03353298207807973
SRI-51877708,SRI-13856294,60,0.041441928202167105
SRI-51877708,SRI-13856294,80,0.0521701215376601
SRI-51877708,SRI-13856294,100,0.05757816132708884
SRI-51877708,SRI-13856294,110,0.05774879114443608
SRI-51877708,SRI-52623367,5,0.020945072982412164
SRI-51877708,SRI-52623367,10,0.018728778337821727
SRI-51877708,SRI-52623367,15,0.02314189287628315
SRI-51877708,SRI-52623367,20,0.024784624064026525
SRI-51877708,SRI-52623367,25,0.024594184717886505
SRI-51877708,SRI-52623367,30,0.025115074738187537
SRI-51877708,SRI-52623367,40,0.030022973739724724
SRI-51877708,SRI-52623367,50,0.03355949898264648
SRI-51877708,SRI-52623367,60,0.036751562893314334
SRI-51877708,SRI-52623367,80,0.041029521441640744
SRI-51877708,SRI-52623367,100,0.04498536355662422
SRI-51877708,SRI-52623367,110,0.04899096416126115
SRI-51877708,SRI-61581684,5,0.013853103541020812
SRI-51877708,SRI-61581684,10,0.016870910935315227
SRI-51877708,SRI-61581684,15,0.022893469700547054
SRI-51877708,SRI-61581684,20,0.023711610499946113
SRI-51877708,SRI-61581684,25,0.028135410017204855
SRI-51877708,SRI-61581684,30,0.031139607319997674
SRI-51877708,SRI-61581684,40,0.03724794747422479
SRI-51877708,SRI-61581684,50,0.04267094026744214
SRI-51877708,SRI-61581684,60,0.04854742571850606
SRI-51877708,SRI-61581684,80,0.06000305580064064
SRI-51877708,SRI-61581684,100,0.06370328571923366
SRI-51877708,SRI-61581684,110,0.0682946225497094
SRI-51877708,SRI-03083799,5,0.0159979904258142
SRI-51877708,SRI-03083799,10,0.014696158051956506
SRI-51877708,SRI-03083799,15,0.015126662018315244
SRI-51877708,SRI-03083799,20,0.017138348884838086
SRI-51877708,SRI-03083799,25,0.020845029611836718
SRI-51877708,SRI-03083799,30,0.022472403898553338
SRI-51877708,SRI-03083799,40,0.026320526968649983
SRI-51877708,SRI-03083799,50,0.03126635732574213
SRI-51877708,SRI-03083799,60,0.03400725834598359
SRI-51877708,SRI-03083799,80,0.0385649445989553
SRI-51877708,SRI-03083799,100,0.043573236860315404
SRI-51877708,SRI-03083799,110,0.04854400621808494
SRI-51877708,SRI-47551686,5,0.018297046249544306
SRI-51877708,SRI-47551686,10,0.02111980468221862
SRI-51877708,SRI-47551686,15,0.02078953110380868
SRI-51877708,SRI-47551686,20,0.021871352992303972
SRI-51877708,SRI-47551686,25,0.023060621173827456
SRI-51877708,SRI-47551686,30,0.02390040034160329
SRI-51877708,SRI-47551686,40,0.02655551626275618
SRI-51877708,SRI-47551686,50,0.030699842777190445
SRI-51877708,SRI-47551686,60,0.03528146329482933
SRI-51877708,SRI-47551686,80,0.04401186674783918
SRI-51877708,SRI-47551686,100,0.04942416097418297
SRI-51877708,SRI-47551686,110,0.05132711924576173
